MsgID.LOCAL_VELOCITY,66.7830000,-0.0001805,0.0001757,-0.0037331
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3993337,37.7929730,69.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,67.0340000,54.7887421,-167.4436035,-69.0825424
MsgID.LOCAL_VELOCITY,67.0340000,0.0001737,-0.0001288,-0.0034153
MsgID.GLOBAL_POSITION,0.0000000,-122.3993344,37.7929727,69.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,67.2840000,54.7498322,-167.5069580,-69.0831985
MsgID.LOCAL_VELOCITY,67.2840000,0.0000616,0.0001806,-0.0034201
MsgID.GLOBAL_POSITION,0.0000000,-122.3993316,37.7929727,69.0860000
